Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Market
2020-06-16,1449.0,1457.1700439453125,1428.989990234375,1446.469970703125,1446.469970703125,1532400,GOOGL,SP500
2020-06-17,1452.93994140625,1462.199951171875,1435.1300048828125,1452.5400390625,1452.5400390625,1530500,GOOGL,SP500
2020-06-18,1449.8499755859375,1452.969970703125,1426.239990234375,1434.1199951171875,1434.1199951171875,1743100,GOOGL,SP500
2020-06-19,1440.0,1444.5,1419.0,1424.6400146484375,1424.6400146484375,2639200,GOOGL,SP500
2020-06-22,1425.010009765625,1450.949951171875,1419.18994140625,1450.6600341796875,1450.6600341796875,1472100,GOOGL,SP500
2020-06-23,1452.0,1475.199951171875,1445.0,1463.97998046875,1463.97998046875,1887600,GOOGL,SP500
2020-06-24,1463.280029296875,1475.7900390625,1430.0,1432.699951171875,1432.699951171875,1579600,GOOGL,SP500
2020-06-25,1431.219970703125,1442.3199462890625,1419.5400390625,1441.0999755859375,1441.0999755859375,1197900,GOOGL,SP500
2020-06-26,1432.6300048828125,1437.02001953125,1355.0,1362.5400390625,1362.5400390625,4882000,GOOGL,SP500
2020-06-29,1360.3399658203125,1398.0,1351.6500244140625,1397.1700439453125,1397.1700439453125,2253700,GOOGL,SP500
2020-06-30,1396.8800048828125,1424.0,1386.9300537109375,1418.050048828125,1418.050048828125,2014300,GOOGL,SP500
2020-07-01,1419.1700439453125,1448.47998046875,1414.1800537109375,1442.0,1442.0,2109100,GOOGL,SP500
2020-07-02,1451.8399658203125,1488.52001953125,1451.0699462890625,1469.9300537109375,1469.9300537109375,2860900,GOOGL,SP500
2020-07-06,1488.1500244140625,1510.0,1476.97998046875,1499.6500244140625,1499.6500244140625,2235600,GOOGL,SP500
2020-07-07,1496.1300048828125,1521.3199462890625,1489.699951171875,1489.9200439453125,1489.9200439453125,2118200,GOOGL,SP500
2020-07-08,1500.800048828125,1511.1700439453125,1492.300048828125,1503.5999755859375,1503.5999755859375,1588300,GOOGL,SP500
2020-07-09,1509.9300537109375,1529.1400146484375,1495.5899658203125,1518.6600341796875,1518.6600341796875,2091800,GOOGL,SP500
2020-07-10,1513.25,1541.3399658203125,1500.719970703125,1539.010009765625,1539.010009765625,1795900,GOOGL,SP500
2020-07-13,1549.93994140625,1576.3599853515625,1506.56005859375,1512.22998046875,1512.22998046875,2147700,GOOGL,SP500
2020-07-14,1492.7900390625,1522.800048828125,1485.9300537109375,1520.8599853515625,1520.8599853515625,1905400,GOOGL,SP500
2020-07-15,1523.22998046875,1536.3299560546875,1497.8299560546875,1516.8800048828125,1516.8800048828125,1551300,GOOGL,SP500
2020-07-16,1501.5,1515.9100341796875,1488.27001953125,1514.9200439453125,1514.9200439453125,1324200,GOOGL,SP500
2020-07-17,1516.9100341796875,1523.4300537109375,1498.0999755859375,1516.8499755859375,1516.8499755859375,1713200,GOOGL,SP500
2020-07-20,1515.0,1569.010009765625,1502.699951171875,1563.8399658203125,1563.8399658203125,1508300,GOOGL,SP500
2020-07-21,1585.030029296875,1587.050048828125,1552.6199951171875,1555.9200439453125,1555.9200439453125,1374300,GOOGL,SP500
2020-07-22,1555.7099609375,1566.97998046875,1543.22998046875,1564.8499755859375,1564.8499755859375,1224100,GOOGL,SP500
2020-07-23,1565.9300537109375,1570.3499755859375,1508.5899658203125,1516.75,1516.75,1695500,GOOGL,SP500
2020-07-24,1499.18994140625,1515.4300537109375,1487.5899658203125,1508.2099609375,1508.2099609375,1495100,GOOGL,SP500
2020-07-27,1513.260009765625,1537.56005859375,1512.3299560546875,1529.4300537109375,1529.4300537109375,1356200,GOOGL,SP500
2020-07-28,1525.0,1526.010009765625,1500.52001953125,1503.6500244140625,1503.6500244140625,1545500,GOOGL,SP500
2020-07-29,1505.0,1533.3299560546875,1503.010009765625,1523.510009765625,1523.510009765625,1133800,GOOGL,SP500
2020-07-30,1497.969970703125,1540.8900146484375,1495.1700439453125,1538.3699951171875,1538.3699951171875,1802100,GOOGL,SP500
2020-07-31,1497.050048828125,1505.02001953125,1454.0,1487.949951171875,1487.949951171875,4573400,GOOGL,SP500
2020-08-03,1491.0,1497.72998046875,1471.719970703125,1482.760009765625,1482.760009765625,2274100,GOOGL,SP500
2020-08-04,1486.7099609375,1493.1099853515625,1464.030029296875,1473.300048828125,1473.300048828125,1860600,GOOGL,SP500
2020-08-05,1476.8199462890625,1490.0,1471.219970703125,1479.0899658203125,1479.0899658203125,1456700,GOOGL,SP500
2020-08-06,1476.1500244140625,1506.27001953125,1471.9000244140625,1504.949951171875,1504.949951171875,1665300,GOOGL,SP500
2020-08-07,1509.0400390625,1520.0899658203125,1486.27001953125,1498.3699951171875,1498.3699951171875,1385900,GOOGL,SP500
2020-08-10,1490.800048828125,1507.1500244140625,1477.489990234375,1496.8199462890625,1496.8199462890625,1027300,GOOGL,SP500
2020-08-11,1494.0,1510.43994140625,1478.18994140625,1480.5400390625,1480.5400390625,1554900,GOOGL,SP500
2020-08-12,1487.1199951171875,1511.6700439453125,1485.0,1507.239990234375,1507.239990234375,1125600,GOOGL,SP500
2020-08-13,1508.2099609375,1536.969970703125,1508.2099609375,1516.6500244140625,1516.6500244140625,1119400,GOOGL,SP500
2020-08-14,1513.6099853515625,1519.7900390625,1499.0,1504.6300048828125,1504.6300048828125,1097100,GOOGL,SP500
2020-08-17,1515.969970703125,1523.780029296875,1505.0,1516.239990234375,1516.239990234375,999500,GOOGL,SP500
2020-08-18,1526.1199951171875,1557.3699951171875,1521.6700439453125,1555.780029296875,1555.780029296875,1418900,GOOGL,SP500
2020-08-19,1552.489990234375,1568.8599853515625,1540.0,1544.6099853515625,1544.6099853515625,1523600,GOOGL,SP500
2020-08-20,1539.969970703125,1580.1700439453125,1534.4599609375,1576.25,1576.25,1319100,GOOGL,SP500
2020-08-21,1571.800048828125,1591.8800048828125,1562.31005859375,1575.5699462890625,1575.5699462890625,1741900,GOOGL,SP500
2020-08-24,1592.469970703125,1608.780029296875,1575.0400390625,1585.1500244140625,1585.1500244140625,1281900,GOOGL,SP500
2020-08-25,1580.0999755859375,1608.8800048828125,1577.8800048828125,1605.8499755859375,1605.8499755859375,1257500,GOOGL,SP500
2020-08-26,1606.300048828125,1652.7900390625,1600.97998046875,1644.1300048828125,1644.1300048828125,2609400,GOOGL,SP500
2020-08-27,1646.6099853515625,1647.989990234375,1618.81005859375,1628.52001953125,1628.52001953125,1567500,GOOGL,SP500
2020-08-28,1629.469970703125,1641.3499755859375,1625.6099853515625,1639.4300537109375,1639.4300537109375,1120900,GOOGL,SP500
2020-08-31,1643.5699462890625,1644.5,1625.3299560546875,1629.530029296875,1629.530029296875,1321100,GOOGL,SP500
2020-09-01,1632.1600341796875,1659.219970703125,1629.530029296875,1655.0799560546875,1655.0799560546875,1132600,GOOGL,SP500
2020-09-02,1668.010009765625,1726.0999755859375,1660.18994140625,1717.3900146484375,1717.3900146484375,2476100,GOOGL,SP500
2020-09-03,1699.52001953125,1700.0,1607.7099609375,1629.510009765625,1629.510009765625,3186300,GOOGL,SP500
2020-09-04,1609.0,1634.989990234375,1537.969970703125,1581.2099609375,1581.2099609375,2792500,GOOGL,SP500
2020-09-08,1525.0,1555.550048828125,1516.5,1523.5999755859375,1523.5999755859375,2701600,GOOGL,SP500
2020-09-09,1548.9000244140625,1558.719970703125,1525.1700439453125,1547.22998046875,1547.22998046875,1962100,GOOGL,SP500
2020-09-10,1550.1800537109375,1573.6600341796875,1520.0,1526.050048828125,1526.050048828125,1651200,GOOGL,SP500
2020-09-11,1528.1500244140625,1538.699951171875,1493.02001953125,1515.760009765625,1515.760009765625,1535300,GOOGL,SP500
2020-09-14,1531.6500244140625,1557.0,1505.1099853515625,1508.8299560546875,1508.8299560546875,2133000,GOOGL,SP500
2020-09-15,1527.8900146484375,1550.989990234375,1522.0999755859375,1535.1199951171875,1535.1199951171875,1152100,GOOGL,SP500
2020-09-16,1542.47998046875,1554.3699951171875,1511.5899658203125,1512.0899658203125,1512.0899658203125,1106400,GOOGL,SP500
2020-09-17,1485.81005859375,1498.6600341796875,1462.4599609375,1487.0400390625,1487.0400390625,2000400,GOOGL,SP500
2020-09-18,1488.300048828125,1495.199951171875,1431.6199951171875,1451.0899658203125,1451.0899658203125,3152800,GOOGL,SP500
2020-09-21,1431.6199951171875,1440.06005859375,1402.6800537109375,1430.1400146484375,1430.1400146484375,2845400,GOOGL,SP500
2020-09-22,1450.3199462890625,1463.969970703125,1429.5,1459.8199462890625,1459.8199462890625,1697500,GOOGL,SP500
2020-09-23,1452.0899658203125,1453.0799560546875,1402.6800537109375,1409.3900146484375,1409.3900146484375,1886300,GOOGL,SP500
2020-09-24,1402.6800537109375,1437.989990234375,1402.1500244140625,1422.8599853515625,1422.8599853515625,1727600,GOOGL,SP500
2020-09-25,1425.050048828125,1445.93994140625,1407.6800537109375,1439.06005859375,1439.06005859375,1516300,GOOGL,SP500
2020-09-28,1471.989990234375,1472.989990234375,1446.280029296875,1458.6600341796875,1458.6600341796875,1539200,GOOGL,SP500
2020-09-29,1463.9100341796875,1472.0,1454.0,1466.02001953125,1466.02001953125,1590800,GOOGL,SP500
2020-09-30,1460.93994140625,1486.199951171875,1455.760009765625,1465.5999755859375,1465.5999755859375,2046200,GOOGL,SP500
2020-10-01,1483.6600341796875,1495.0699462890625,1476.800048828125,1487.9000244140625,1487.9000244140625,1644200,GOOGL,SP500
2020-10-02,1459.6300048828125,1479.030029296875,1447.3499755859375,1455.5999755859375,1455.5999755859375,1561100,GOOGL,SP500
2020-10-05,1462.6500244140625,1484.699951171875,1460.0899658203125,1482.8299560546875,1482.8299560546875,1080100,GOOGL,SP500
2020-10-06,1475.5,1484.52001953125,1445.010009765625,1451.02001953125,1451.02001953125,1304800,GOOGL,SP500
2020-10-07,1459.31005859375,1468.969970703125,1433.22998046875,1459.1400146484375,1459.1400146484375,1805400,GOOGL,SP500
2020-10-08,1465.449951171875,1488.030029296875,1465.449951171875,1483.4300537109375,1483.4300537109375,1303800,GOOGL,SP500
2020-10-09,1492.8599853515625,1511.8499755859375,1487.0,1510.449951171875,1510.449951171875,1648300,GOOGL,SP500
2020-10-12,1538.0,1588.4200439453125,1529.300048828125,1564.5899658203125,1564.5899658203125,2767200,GOOGL,SP500
2020-10-13,1577.010009765625,1585.1600341796875,1558.6300048828125,1567.0699462890625,1567.0699462890625,1953600,GOOGL,SP500
2020-10-14,1574.5999755859375,1583.8499755859375,1545.9000244140625,1563.43994140625,1563.43994140625,1658700,GOOGL,SP500
2020-10-15,1544.5,1571.4000244140625,1541.1300048828125,1555.469970703125,1555.469970703125,1560500,GOOGL,SP500
2020-10-16,1561.8299560546875,1577.7099609375,1557.6600341796875,1567.699951171875,1567.699951171875,1709700,GOOGL,SP500
2020-10-19,1575.9300537109375,1583.9300537109375,1522.9200439453125,1529.949951171875,1529.949951171875,1486700,GOOGL,SP500
2020-10-20,1523.1099853515625,1573.8399658203125,1520.5,1551.0799560546875,1551.0799560546875,2083500,GOOGL,SP500
2020-10-21,1569.8499755859375,1615.1400146484375,1567.1400146484375,1585.989990234375,1585.989990234375,3016100,GOOGL,SP500
2020-10-22,1585.0,1613.4200439453125,1577.47998046875,1606.6600341796875,1606.6600341796875,1525600,GOOGL,SP500
2020-10-23,1615.050048828125,1634.1199951171875,1611.9100341796875,1632.97998046875,1632.97998046875,1527400,GOOGL,SP500
2020-10-26,1615.0,1629.5799560546875,1567.780029296875,1584.2900390625,1584.2900390625,1791300,GOOGL,SP500
2020-10-27,1588.9300537109375,1602.0,1576.989990234375,1598.8800048828125,1598.8800048828125,1295100,GOOGL,SP500
2020-10-28,1550.010009765625,1553.81005859375,1508.47998046875,1510.800048828125,1510.800048828125,2258700,GOOGL,SP500
2020-10-29,1517.02001953125,1588.739990234375,1516.550048828125,1556.8800048828125,1556.8800048828125,2770300,GOOGL,SP500
2020-10-30,1667.43994140625,1681.3199462890625,1601.5699462890625,1616.1099853515625,1616.1099853515625,4993900,GOOGL,SP500
2020-11-02,1623.5400390625,1658.239990234375,1614.239990234375,1624.3199462890625,1624.3199462890625,2211400,GOOGL,SP500
2020-11-03,1630.760009765625,1659.0,1612.1099853515625,1645.6600341796875,1645.6600341796875,1571600,GOOGL,SP500
2020-11-04,1705.5799560546875,1770.030029296875,1703.0,1745.8499755859375,1745.8499755859375,3567100,GOOGL,SP500
2020-11-05,1770.449951171875,1791.8199462890625,1741.030029296875,1762.5,1762.5,1987900,GOOGL,SP500
2020-11-06,1751.3399658203125,1768.5,1736.6800537109375,1759.72998046875,1759.72998046875,1431100,GOOGL,SP500
2020-11-09,1795.97998046875,1816.8900146484375,1757.550048828125,1761.4200439453125,1761.4200439453125,2672000,GOOGL,SP500
2020-11-10,1729.77001953125,1759.3800048828125,1716.1199951171875,1737.719970703125,1737.719970703125,2151100,GOOGL,SP500
2020-11-11,1748.4000244140625,1762.9000244140625,1743.06005859375,1747.22998046875,1747.22998046875,1591900,GOOGL,SP500
2020-11-12,1742.0,1764.97998046875,1737.969970703125,1742.8199462890625,1742.8199462890625,1323700,GOOGL,SP500
2020-11-13,1748.0,1777.1300048828125,1735.97998046875,1772.260009765625,1772.260009765625,1487200,GOOGL,SP500
2020-11-16,1764.1400146484375,1794.3399658203125,1761.3299560546875,1774.030029296875,1774.030029296875,1273400,GOOGL,SP500
2020-11-17,1767.8599853515625,1777.1400146484375,1759.489990234375,1761.6600341796875,1761.6600341796875,1065700,GOOGL,SP500
2020-11-18,1756.6400146484375,1765.0,1738.5699462890625,1740.6400146484375,1740.6400146484375,1005400,GOOGL,SP500
2020-11-19,1733.22998046875,1763.489990234375,1730.02001953125,1758.5699462890625,1758.5699462890625,1005300,GOOGL,SP500
2020-11-20,1762.0,1768.3599853515625,1735.0,1736.3800048828125,1736.3800048828125,1384700,GOOGL,SP500
2020-11-23,1740.219970703125,1745.989990234375,1710.1800537109375,1727.56005859375,1727.56005859375,1126500,GOOGL,SP500
2020-11-24,1727.5,1766.47998046875,1720.72998046875,1763.9000244140625,1763.9000244140625,1399200,GOOGL,SP500
2020-11-25,1767.81005859375,1770.3800048828125,1748.3599853515625,1764.1300048828125,1764.1300048828125,980000,GOOGL,SP500
2020-11-27,1764.5400390625,1797.010009765625,1764.5400390625,1787.02001953125,1787.02001953125,739500,GOOGL,SP500
2020-11-30,1775.6500244140625,1780.3399658203125,1747.8399658203125,1754.4000244140625,1754.4000244140625,1620900,GOOGL,SP500
2020-12-01,1766.6600341796875,1821.719970703125,1763.030029296875,1795.3599853515625,1795.3599853515625,1867500,GOOGL,SP500
2020-12-02,1795.3599853515625,1832.739990234375,1785.1700439453125,1824.969970703125,1824.969970703125,1471200,GOOGL,SP500
2020-12-03,1820.5400390625,1843.8299560546875,1817.0,1821.8399658203125,1821.8399658203125,1236400,GOOGL,SP500
2020-12-04,1820.219970703125,1829.5,1813.5899658203125,1823.760009765625,1823.760009765625,1027200,GOOGL,SP500
2020-12-07,1815.550048828125,1829.2900390625,1803.0400390625,1817.030029296875,1817.030029296875,1114400,GOOGL,SP500
2020-12-08,1808.52001953125,1815.969970703125,1791.280029296875,1811.3299560546875,1811.3299560546875,996800,GOOGL,SP500
2020-12-09,1810.3599853515625,1828.3699951171875,1762.0,1777.8599853515625,1777.8599853515625,1586400,GOOGL,SP500
2020-12-10,1762.5999755859375,1774.989990234375,1733.530029296875,1767.6500244140625,1767.6500244140625,1434400,GOOGL,SP500
2020-12-11,1760.0,1777.31005859375,1752.739990234375,1774.800048828125,1774.800048828125,931400,GOOGL,SP500
2020-12-14,1770.719970703125,1789.800048828125,1749.1300048828125,1752.260009765625,1752.260009765625,1652500,GOOGL,SP500
2020-12-15,1759.8599853515625,1764.0,1741.6700439453125,1761.0799560546875,1761.0799560546875,1067600,GOOGL,SP500
2020-12-16,1769.1099853515625,1769.1099853515625,1749.06005859375,1757.18994140625,1757.18994140625,1233800,GOOGL,SP500
2020-12-17,1763.9300537109375,1766.7099609375,1731.1500244140625,1740.510009765625,1740.510009765625,1744000,GOOGL,SP500
2020-12-18,1746.1700439453125,1748.3599853515625,1715.0,1726.219970703125,1726.219970703125,4262800,GOOGL,SP500
2020-12-21,1709.1300048828125,1737.0,1694.0,1734.56005859375,1734.56005859375,1698700,GOOGL,SP500
2020-12-22,1729.3299560546875,1732.6099853515625,1705.780029296875,1720.219970703125,1720.219970703125,1018500,GOOGL,SP500
2020-12-23,1723.9300537109375,1744.1099853515625,1721.199951171875,1728.22998046875,1728.22998046875,1148700,GOOGL,SP500
2020-12-24,1729.0,1742.4100341796875,1724.3499755859375,1734.1600341796875,1734.1600341796875,465600,GOOGL,SP500
2020-12-28,1744.9100341796875,1787.0,1741.8199462890625,1773.9599609375,1773.9599609375,1382500,GOOGL,SP500
2020-12-29,1787.22998046875,1788.469970703125,1755.1099853515625,1757.760009765625,1757.760009765625,986300,GOOGL,SP500
2020-12-30,1765.0,1767.760009765625,1728.0,1736.25,1736.25,1051300,GOOGL,SP500
2020-12-31,1737.27001953125,1757.5,1736.0899658203125,1752.6400146484375,1752.6400146484375,1053500,GOOGL,SP500
2019-01-02,61.220001220703125,63.0260009765625,59.7599983215332,62.02399826049805,62.02399826049805,58293000,TSLA,SP500
2019-01-03,61.400001525878906,61.880001068115234,59.47600173950195,60.071998596191406,60.071998596191406,34826000,TSLA,SP500
2019-01-04,61.20000076293945,63.599998474121094,60.54600143432617,63.53799819946289,63.53799819946289,36970500,TSLA,SP500
2019-01-07,64.34400177001953,67.3479995727539,63.54999923706055,66.99199676513672,66.99199676513672,37756000,TSLA,SP500
2019-01-08,68.39199829101562,68.802001953125,65.40399932861328,67.06999969482422,67.06999969482422,35042500,TSLA,SP500
2019-01-09,67.0999984741211,68.69999694824219,66.29399871826172,67.70600128173828,67.70600128173828,27164500,TSLA,SP500
2019-01-10,66.87999725341797,69.0780029296875,66.35800170898438,68.99400329589844,68.99400329589844,30282000,TSLA,SP500
2019-01-11,68.41799926757812,69.68199920654297,67.75399780273438,69.4520034790039,69.4520034790039,25195500,TSLA,SP500
2019-01-14,68.47599792480469,68.5,66.80000305175781,66.87999725341797,66.87999725341797,26236500,TSLA,SP500
2019-01-15,67.0,69.76000213623047,66.9000015258789,68.88600158691406,68.88600158691406,30283000,TSLA,SP500
2019-01-16,68.95600128173828,70.4000015258789,68.69999694824219,69.20999908447266,69.20999908447266,23458500,TSLA,SP500
2019-01-17,69.24199676513672,70.30000305175781,68.83000183105469,69.46199798583984,69.46199798583984,18383500,TSLA,SP500
2019-01-18,64.5999984741211,65.4260025024414,59.94599914550781,60.45199966430664,60.45199966430664,120754000,TSLA,SP500
2019-01-22,60.9640007019043,61.599998474121094,59.099998474121094,59.784000396728516,59.784000396728516,60333500,TSLA,SP500
2019-01-23,58.5,58.900001525878906,56.3380012512207,57.518001556396484,57.518001556396484,62650000,TSLA,SP500
2019-01-24,56.60599899291992,58.736000061035156,55.85599899291992,58.301998138427734,58.301998138427734,40061000,TSLA,SP500
2019-01-25,58.87799835205078,59.70399856567383,57.90999984741211,59.40800094604492,59.40800094604492,36248000,TSLA,SP500
2019-01-28,58.582000732421875,59.492000579833984,57.54999923706055,59.2760009765625,59.2760009765625,32116500,TSLA,SP500
2019-01-29,59.05400085449219,59.71200180053711,58.36000061035156,59.492000579833984,59.492000579833984,23108500,TSLA,SP500
